UserID,PreferredIndustries,PreferredSupplierType,PreferredOrderQuantity,PreferredShippingMethod,ReceiveAlerts,RegistrationDate
1470,Chemicals & Fertilizers,Large Corporations,Bulk orders,Air Freight,False,2025-01-31 13:48:23.129862
1471,Chemicals & Fertilizers,Large Corporations,Bulk orders,Sea Freight,False,2024-11-19 13:48:23.130010
1472,"Petroleum & Energy,Electronics,Handicrafts & Furniture",Startups,Small orders,Land Transport,False,2024-11-13 13:48:23.130163
1473,"Electronics,Agriculture & Food,Handicrafts & Furniture",Small Businesses,Medium orders,Sea Freight,False,2024-07-19 13:48:23.130303
1474,"Construction & Building Materials,Agriculture & Food",Startups,Small orders,Land Transport,False,2025-03-14 13:48:23.130442
1475,"Agriculture & Food,Handicrafts & Furniture",Small Businesses,Medium orders,Sea Freight,False,2024-07-05 13:48:23.130581
1476,"Textiles & Garments,Chemicals & Fertilizers,Electronics",Small Businesses,Large orders,Land Transport,False,2024-11-06 13:48:23.130724
1477,Chemicals & Fertilizers,Medium Enterprises,Small orders,Land Transport,False,2024-09-11 13:48:23.130863
1478,"Petroleum & Energy,Agriculture & Food",Medium Enterprises,Bulk orders,Express Delivery,False,2024-06-24 13:48:23.131011
1479,Handicrafts & Furniture,Small Businesses,Small orders,Express Delivery,True,2025-03-29 13:48:23.131152
1480,Chemicals & Fertilizers,Startups,Medium orders,Land Transport,False,2024-10-27 13:48:23.131297
1481,"Construction & Building Materials,Agriculture & Food,Chemicals & Fertilizers",Medium Enterprises,Small orders,Express Delivery,False,2024-12-22 13:48:23.131442
1482,"Petroleum & Energy,Handicrafts & Furniture,Textiles & Garments",Startups,Small orders,Sea Freight,True,2024-07-04 13:48:23.131583
1483,"Construction & Building Materials,Petroleum & Energy,Chemicals & Fertilizers",Large Corporations,Large orders,Air Freight,True,2024-08-16 13:48:23.131723
1484,Textiles & Garments,Startups,Large orders,Sea Freight,True,2025-06-13 13:48:23.131862
1485,Construction & Building Materials,Small Businesses,Small orders,Land Transport,True,2024-12-27 13:48:23.132010
1486,"Electronics,Construction & Building Materials",Startups,Large orders,Sea Freight,False,2024-12-15 13:48:23.132159
1487,Construction & Building Materials,Medium Enterprises,Bulk orders,Sea Freight,True,2024-12-28 13:48:23.132302
1488,"Petroleum & Energy,Electronics",Medium Enterprises,Large orders,Land Transport,False,2024-11-18 13:48:23.132449
1489,"Petroleum & Energy,Handicrafts & Furniture,Electronics",Large Corporations,Large orders,Air Freight,True,2024-12-16 13:48:23.132608
1490,"Textiles & Garments,Petroleum & Energy",Small Businesses,Large orders,Express Delivery,False,2024-11-14 13:48:23.132756
1491,"Handicrafts & Furniture,Chemicals & Fertilizers",Startups,Medium orders,Express Delivery,True,2025-04-18 13:48:23.132914
1492,"Chemicals & Fertilizers,Agriculture & Food,Textiles & Garments",Startups,Bulk orders,Sea Freight,False,2025-06-03 13:48:23.133106
1493,Handicrafts & Furniture,Medium Enterprises,Medium orders,Land Transport,False,2024-06-17 13:48:23.133258
1494,"Agriculture & Food,Chemicals & Fertilizers,Petroleum & Energy",Small Businesses,Bulk orders,Express Delivery,False,2025-01-23 13:48:23.133413
1495,"Agriculture & Food,Petroleum & Energy",Startups,Large orders,Air Freight,True,2025-03-20 13:48:23.133559
1496,"Textiles & Garments,Petroleum & Energy,Electronics",Small Businesses,Large orders,Land Transport,True,2024-08-07 13:48:23.133713
1497,"Petroleum & Energy,Agriculture & Food,Chemicals & Fertilizers",Large Corporations,Bulk orders,Air Freight,True,2025-04-13 13:48:23.133862
1498,"Agriculture & Food,Construction & Building Materials",Medium Enterprises,Large orders,Express Delivery,False,2024-08-30 13:48:23.134015
1499,"Textiles & Garments,Agriculture & Food,Chemicals & Fertilizers",Startups,Large orders,Air Freight,False,2024-08-24 13:48:23.134164
1500,"Electronics,Agriculture & Food,Construction & Building Materials",Startups,Small orders,Express Delivery,True,2025-06-03 13:48:23.134313
1501,Agriculture & Food,Medium Enterprises,Large orders,Express Delivery,True,2024-09-11 13:48:23.134470
1502,"Handicrafts & Furniture,Agriculture & Food",Startups,Medium orders,Sea Freight,False,2025-02-08 13:48:23.134622
1503,"Textiles & Garments,Agriculture & Food",Small Businesses,Large orders,Land Transport,True,2024-08-07 13:48:23.134772
1504,"Chemicals & Fertilizers,Construction & Building Materials,Handicrafts & Furniture",Small Businesses,Bulk orders,Sea Freight,True,2025-03-02 13:48:23.134926
1505,"Chemicals & Fertilizers,Petroleum & Energy,Handicrafts & Furniture",Startups,Medium orders,Land Transport,True,2025-03-26 13:48:23.135078
1506,Electronics,Large Corporations,Small orders,Land Transport,False,2025-05-29 13:48:23.135229
1507,"Handicrafts & Furniture,Textiles & Garments,Petroleum & Energy",Small Businesses,Small orders,Air Freight,True,2024-10-30 13:48:23.135377
1508,"Handicrafts & Furniture,Electronics",Large Corporations,Medium orders,Express Delivery,False,2025-05-08 13:48:23.135517
1509,Handicrafts & Furniture,Startups,Large orders,Air Freight,False,2024-11-02 13:48:23.135658
1510,"Electronics,Chemicals & Fertilizers",Large Corporations,Medium orders,Land Transport,False,2024-12-11 13:48:23.135801
1511,Construction & Building Materials,Small Businesses,Large orders,Sea Freight,True,2024-10-09 13:48:23.135969
1512,"Petroleum & Energy,Chemicals & Fertilizers,Textiles & Garments",Medium Enterprises,Medium orders,Air Freight,False,2024-11-23 13:48:23.136155
1513,Petroleum & Energy,Small Businesses,Bulk orders,Sea Freight,False,2024-11-09 13:48:23.136300
1514,Construction & Building Materials,Small Businesses,Large orders,Air Freight,True,2025-01-11 13:48:23.136447
1515,Construction & Building Materials,Large Corporations,Small orders,Express Delivery,False,2024-11-07 13:48:23.136590
1516,"Construction & Building Materials,Electronics",Small Businesses,Bulk orders,Land Transport,True,2025-02-20 13:48:23.136731
1517,"Textiles & Garments,Electronics,Chemicals & Fertilizers",Large Corporations,Bulk orders,Express Delivery,False,2024-08-07 13:48:23.136881
1518,Electronics,Startups,Small orders,Express Delivery,True,2025-01-27 13:48:23.137030
1519,Construction & Building Materials,Startups,Small orders,Land Transport,False,2025-05-05 13:48:23.137174
1520,"Petroleum & Energy,Construction & Building Materials",Startups,Medium orders,Air Freight,True,2024-07-10 13:48:23.137316
1521,"Construction & Building Materials,Chemicals & Fertilizers,Agriculture & Food",Startups,Large orders,Sea Freight,False,2024-10-26 13:48:23.137464
1522,Petroleum & Energy,Large Corporations,Medium orders,Land Transport,False,2024-07-12 13:48:23.137607
1523,"Textiles & Garments,Electronics,Handicrafts & Furniture",Medium Enterprises,Bulk orders,Sea Freight,False,2025-02-17 13:48:23.137750
1524,Electronics,Large Corporations,Bulk orders,Sea Freight,True,2024-08-12 13:48:23.137897
1525,"Textiles & Garments,Handicrafts & Furniture",Medium Enterprises,Bulk orders,Land Transport,False,2024-06-21 13:48:23.138039
1526,"Electronics,Chemicals & Fertilizers,Handicrafts & Furniture",Startups,Bulk orders,Express Delivery,False,2025-01-30 13:48:23.138212
1527,"Electronics,Petroleum & Energy,Chemicals & Fertilizers",Large Corporations,Medium orders,Express Delivery,False,2025-02-18 13:48:23.138358
1528,"Chemicals & Fertilizers,Electronics",Large Corporations,Bulk orders,Air Freight,True,2024-09-06 13:48:23.138497
1529,Handicrafts & Furniture,Medium Enterprises,Large orders,Sea Freight,True,2024-06-30 13:48:23.138638
1530,"Agriculture & Food,Petroleum & Energy",Small Businesses,Medium orders,Air Freight,False,2025-01-09 13:48:23.138788
1531,"Chemicals & Fertilizers,Electronics,Handicrafts & Furniture",Medium Enterprises,Small orders,Sea Freight,True,2024-08-26 13:48:23.138940
1532,Agriculture & Food,Small Businesses,Small orders,Express Delivery,True,2025-04-07 13:48:23.139081
1533,Textiles & Garments,Startups,Large orders,Sea Freight,False,2025-01-16 13:48:23.139226
1534,"Chemicals & Fertilizers,Handicrafts & Furniture,Textiles & Garments",Large Corporations,Large orders,Air Freight,False,2025-06-11 13:48:23.139377
1535,"Petroleum & Energy,Agriculture & Food",Medium Enterprises,Small orders,Air Freight,True,2025-04-18 13:48:23.139525
1536,"Electronics,Handicrafts & Furniture",Startups,Bulk orders,Land Transport,False,2024-11-23 13:48:23.139671
1537,"Agriculture & Food,Chemicals & Fertilizers,Construction & Building Materials",Small Businesses,Large orders,Land Transport,False,2024-12-14 13:48:23.139817
1538,"Electronics,Chemicals & Fertilizers,Textiles & Garments",Medium Enterprises,Bulk orders,Air Freight,True,2024-07-30 13:48:23.139972
1539,Textiles & Garments,Medium Enterprises,Medium orders,Land Transport,True,2024-11-20 13:48:23.140118
1540,"Chemicals & Fertilizers,Textiles & Garments",Small Businesses,Medium orders,Air Freight,False,2025-03-30 13:48:23.140261
1541,Construction & Building Materials,Large Corporations,Small orders,Air Freight,True,2024-10-14 13:48:23.140402
1542,"Chemicals & Fertilizers,Agriculture & Food,Electronics",Large Corporations,Small orders,Sea Freight,False,2024-08-17 13:48:23.140542
1543,Agriculture & Food,Startups,Small orders,Air Freight,False,2025-06-03 13:48:23.140685
1544,"Petroleum & Energy,Agriculture & Food,Electronics",Large Corporations,Large orders,Express Delivery,False,2025-01-04 13:48:23.140827
1545,"Petroleum & Energy,Electronics",Medium Enterprises,Small orders,Land Transport,False,2025-01-03 13:48:23.140973
1546,Electronics,Medium Enterprises,Bulk orders,Express Delivery,True,2024-11-20 13:48:23.141110
1547,"Chemicals & Fertilizers,Handicrafts & Furniture",Large Corporations,Large orders,Sea Freight,False,2024-09-09 13:48:23.141253
1548,"Handicrafts & Furniture,Construction & Building Materials,Electronics",Startups,Large orders,Land Transport,False,2025-02-11 13:48:23.141410
1549,Agriculture & Food,Small Businesses,Small orders,Air Freight,True,2025-04-17 13:48:23.141548
1550,"Construction & Building Materials,Petroleum & Energy",Medium Enterprises,Bulk orders,Sea Freight,True,2025-02-28 13:48:23.141687
1551,Agriculture & Food,Medium Enterprises,Bulk orders,Air Freight,True,2024-11-26 13:48:23.141825
1552,"Textiles & Garments,Agriculture & Food",Startups,Bulk orders,Land Transport,False,2024-07-14 13:48:23.141971
1553,Handicrafts & Furniture,Medium Enterprises,Bulk orders,Land Transport,True,2024-10-08 13:48:23.142110
1554,"Handicrafts & Furniture,Petroleum & Energy",Small Businesses,Medium orders,Air Freight,True,2024-10-26 13:48:23.142248
1555,Handicrafts & Furniture,Large Corporations,Bulk orders,Express Delivery,True,2025-05-17 13:48:23.142388
1556,Handicrafts & Furniture,Medium Enterprises,Medium orders,Sea Freight,True,2024-08-06 13:48:23.142526
1557,"Textiles & Garments,Construction & Building Materials",Startups,Medium orders,Sea Freight,True,2025-06-05 13:48:23.142675
1558,Petroleum & Energy,Startups,Medium orders,Express Delivery,False,2024-07-19 13:48:23.142813
1559,Handicrafts & Furniture,Medium Enterprises,Large orders,Air Freight,True,2024-07-05 13:48:23.142962
1560,"Electronics,Petroleum & Energy",Medium Enterprises,Bulk orders,Express Delivery,True,2024-10-13 13:48:23.143107
1561,"Electronics,Agriculture & Food",Startups,Large orders,Land Transport,True,2025-04-14 13:48:23.143246
1562,Petroleum & Energy,Startups,Bulk orders,Air Freight,False,2024-07-26 13:48:23.143385
1563,"Handicrafts & Furniture,Petroleum & Energy",Large Corporations,Bulk orders,Sea Freight,False,2025-04-06 13:48:23.143523
1564,Petroleum & Energy,Large Corporations,Bulk orders,Land Transport,False,2024-09-14 13:48:23.143663
1565,Agriculture & Food,Small Businesses,Bulk orders,Air Freight,False,2024-08-01 13:48:23.143803
1566,"Chemicals & Fertilizers,Agriculture & Food",Large Corporations,Large orders,Sea Freight,True,2024-08-02 13:48:23.143947
1567,"Agriculture & Food,Petroleum & Energy",Small Businesses,Large orders,Land Transport,True,2025-05-09 13:48:23.144087
1568,"Textiles & Garments,Chemicals & Fertilizers",Small Businesses,Bulk orders,Land Transport,False,2025-04-02 13:48:23.144227
1569,Chemicals & Fertilizers,Medium Enterprises,Small orders,Sea Freight,True,2025-02-01 13:48:23.144366
1570,"Electronics,Textiles & Garments,Construction & Building Materials",Large Corporations,Large orders,Land Transport,True,2024-09-01 13:48:23.144514
1571,"Agriculture & Food,Electronics",Startups,Small orders,Express Delivery,False,2025-05-31 13:48:23.144657
1572,"Petroleum & Energy,Handicrafts & Furniture",Large Corporations,Small orders,Express Delivery,True,2024-08-14 13:48:23.144798
1573,"Petroleum & Energy,Textiles & Garments,Handicrafts & Furniture",Startups,Small orders,Sea Freight,True,2025-03-02 13:48:23.144948
1574,"Textiles & Garments,Agriculture & Food,Construction & Building Materials",Large Corporations,Bulk orders,Land Transport,False,2024-09-06 13:48:23.145096
1575,Textiles & Garments,Medium Enterprises,Medium orders,Express Delivery,False,2024-09-05 13:48:23.145236
1576,Electronics,Startups,Small orders,Sea Freight,False,2024-08-17 13:48:23.145375
1577,Chemicals & Fertilizers,Large Corporations,Small orders,Express Delivery,False,2025-01-07 13:48:23.145521
1578,"Chemicals & Fertilizers,Handicrafts & Furniture",Medium Enterprises,Small orders,Sea Freight,False,2024-11-02 13:48:23.145663
1579,"Electronics,Textiles & Garments,Handicrafts & Furniture",Medium Enterprises,Large orders,Air Freight,False,2024-12-04 13:48:23.145806
1580,Petroleum & Energy,Startups,Small orders,Sea Freight,False,2024-07-17 13:48:23.145953
1581,Agriculture & Food,Medium Enterprises,Bulk orders,Sea Freight,False,2024-12-25 13:48:23.146130
1582,"Chemicals & Fertilizers,Petroleum & Energy",Small Businesses,Small orders,Express Delivery,False,2025-05-29 13:48:23.146271
1583,"Petroleum & Energy,Agriculture & Food",Startups,Small orders,Express Delivery,True,2024-10-28 13:48:23.146416
1584,"Petroleum & Energy,Chemicals & Fertilizers,Agriculture & Food",Large Corporations,Medium orders,Air Freight,True,2025-05-01 13:48:23.146560
1585,"Textiles & Garments,Electronics,Chemicals & Fertilizers",Medium Enterprises,Small orders,Air Freight,True,2024-07-08 13:48:23.146801
1586,"Petroleum & Energy,Construction & Building Materials,Electronics",Small Businesses,Bulk orders,Land Transport,False,2024-12-08 13:48:23.147023
1587,"Petroleum & Energy,Electronics,Agriculture & Food",Small Businesses,Medium orders,Land Transport,True,2025-03-13 13:48:23.147221
1588,"Electronics,Agriculture & Food",Startups,Large orders,Air Freight,False,2024-07-08 13:48:23.147376
1589,"Construction & Building Materials,Textiles & Garments,Petroleum & Energy",Startups,Large orders,Express Delivery,False,2024-12-05 13:48:23.147520
1590,"Chemicals & Fertilizers,Construction & Building Materials,Electronics",Startups,Medium orders,Express Delivery,True,2025-02-24 13:48:23.147662
1591,"Petroleum & Energy,Textiles & Garments,Electronics",Startups,Bulk orders,Express Delivery,True,2024-09-13 13:48:23.147805
1592,Agriculture & Food,Large Corporations,Small orders,Land Transport,True,2024-12-10 13:48:23.147953
1593,Petroleum & Energy,Medium Enterprises,Large orders,Land Transport,False,2024-11-28 13:48:23.148094
1594,"Textiles & Garments,Agriculture & Food",Startups,Small orders,Express Delivery,False,2024-11-17 13:48:23.148236
1595,"Textiles & Garments,Agriculture & Food,Handicrafts & Furniture",Large Corporations,Medium orders,Sea Freight,True,2024-09-14 13:48:23.148376
1596,"Electronics,Chemicals & Fertilizers",Startups,Bulk orders,Land Transport,False,2024-09-26 13:48:23.148525
1597,"Handicrafts & Furniture,Chemicals & Fertilizers,Petroleum & Energy",Medium Enterprises,Bulk orders,Land Transport,True,2025-02-19 13:48:23.148668
1598,Petroleum & Energy,Medium Enterprises,Medium orders,Air Freight,False,2025-02-18 13:48:23.148807
1599,"Construction & Building Materials,Electronics,Textiles & Garments",Large Corporations,Small orders,Land Transport,False,2025-05-19 13:48:23.148953
1600,"Chemicals & Fertilizers,Construction & Building Materials,Textiles & Garments",Large Corporations,Small orders,Express Delivery,False,2024-07-17 13:48:23.149097
1601,"Textiles & Garments,Electronics,Petroleum & Energy",Startups,Small orders,Air Freight,True,2025-02-26 13:48:23.149241
1602,Textiles & Garments,Startups,Medium orders,Express Delivery,False,2024-07-31 13:48:23.149380
1603,"Construction & Building Materials,Chemicals & Fertilizers,Textiles & Garments",Medium Enterprises,Medium orders,Air Freight,True,2024-08-14 13:48:23.149522
1604,"Electronics,Petroleum & Energy",Medium Enterprises,Bulk orders,Air Freight,False,2024-11-10 13:48:23.149662
1605,Textiles & Garments,Startups,Small orders,Express Delivery,True,2024-08-28 13:48:23.149802
1606,"Electronics,Agriculture & Food",Medium Enterprises,Bulk orders,Express Delivery,True,2025-05-31 13:48:23.149975
1607,"Petroleum & Energy,Construction & Building Materials,Agriculture & Food",Large Corporations,Bulk orders,Sea Freight,False,2025-05-08 13:48:23.150163
1608,Agriculture & Food,Medium Enterprises,Medium orders,Air Freight,True,2024-10-06 13:48:23.150305
1609,Construction & Building Materials,Medium Enterprises,Medium orders,Express Delivery,False,2025-01-15 13:48:23.150444
1610,"Construction & Building Materials,Agriculture & Food",Medium Enterprises,Small orders,Sea Freight,True,2024-10-30 13:48:23.150591
1611,"Electronics,Construction & Building Materials",Large Corporations,Small orders,Air Freight,True,2024-12-08 13:48:23.150730
1612,Textiles & Garments,Medium Enterprises,Medium orders,Land Transport,True,2024-12-27 13:48:23.150883
1613,"Chemicals & Fertilizers,Electronics",Large Corporations,Large orders,Sea Freight,True,2025-04-09 13:48:23.151028
1614,"Chemicals & Fertilizers,Handicrafts & Furniture,Textiles & Garments",Medium Enterprises,Medium orders,Express Delivery,True,2025-02-02 13:48:23.151168
1615,"Handicrafts & Furniture,Petroleum & Energy",Large Corporations,Medium orders,Land Transport,False,2024-11-04 13:48:23.151307
1616,"Chemicals & Fertilizers,Construction & Building Materials,Textiles & Garments",Startups,Small orders,Land Transport,True,2025-05-05 13:48:23.151448
1617,Construction & Building Materials,Large Corporations,Small orders,Land Transport,True,2024-07-12 13:48:23.151589
1618,"Agriculture & Food,Electronics",Small Businesses,Small orders,Land Transport,True,2025-06-08 13:48:23.151729
1619,"Electronics,Textiles & Garments,Agriculture & Food",Small Businesses,Bulk orders,Land Transport,False,2024-07-18 13:48:23.151873
1620,"Petroleum & Energy,Chemicals & Fertilizers,Handicrafts & Furniture",Large Corporations,Large orders,Sea Freight,False,2024-09-11 13:48:23.152022
1621,Electronics,Medium Enterprises,Bulk orders,Express Delivery,True,2024-08-14 13:48:23.152165
1622,Chemicals & Fertilizers,Startups,Small orders,Land Transport,True,2025-02-02 13:48:23.152305
1623,"Handicrafts & Furniture,Electronics,Construction & Building Materials",Large Corporations,Medium orders,Express Delivery,False,2024-08-05 13:48:23.152456
1624,"Electronics,Petroleum & Energy,Textiles & Garments",Large Corporations,Small orders,Express Delivery,False,2024-11-08 13:48:23.152601
1625,Textiles & Garments,Startups,Medium orders,Express Delivery,False,2025-03-14 13:48:23.152740
1626,Handicrafts & Furniture,Large Corporations,Medium orders,Sea Freight,False,2024-08-19 13:48:23.152884
1627,"Handicrafts & Furniture,Agriculture & Food",Large Corporations,Large orders,Land Transport,True,2024-08-11 13:48:23.153031
1628,"Petroleum & Energy,Chemicals & Fertilizers",Large Corporations,Large orders,Land Transport,False,2025-01-16 13:48:23.153168
1629,"Handicrafts & Furniture,Agriculture & Food",Large Corporations,Bulk orders,Land Transport,False,2024-10-06 13:48:23.153306
1630,"Construction & Building Materials,Electronics",Large Corporations,Bulk orders,Express Delivery,False,2024-07-18 13:48:23.153448
1631,"Agriculture & Food,Petroleum & Energy",Small Businesses,Medium orders,Express Delivery,False,2024-11-14 13:48:23.153587
1632,Chemicals & Fertilizers,Large Corporations,Large orders,Express Delivery,True,2024-06-18 13:48:23.153727
1633,"Construction & Building Materials,Agriculture & Food,Electronics",Small Businesses,Small orders,Air Freight,True,2024-07-04 13:48:23.153874
1634,Agriculture & Food,Large Corporations,Medium orders,Express Delivery,False,2024-07-04 13:48:23.154020
1635,"Petroleum & Energy,Electronics",Small Businesses,Medium orders,Express Delivery,False,2024-08-19 13:48:23.154166
1636,Chemicals & Fertilizers,Small Businesses,Bulk orders,Air Freight,False,2025-05-22 13:48:23.154312
1637,"Textiles & Garments,Electronics",Medium Enterprises,Small orders,Land Transport,False,2024-07-29 13:48:23.154451
1638,"Construction & Building Materials,Petroleum & Energy,Handicrafts & Furniture",Startups,Small orders,Express Delivery,True,2024-07-07 13:48:23.154594
1639,Petroleum & Energy,Small Businesses,Bulk orders,Sea Freight,True,2024-07-06 13:48:23.154743
1640,"Electronics,Construction & Building Materials",Small Businesses,Small orders,Sea Freight,True,2024-07-15 13:48:23.154898
1641,"Chemicals & Fertilizers,Handicrafts & Furniture,Construction & Building Materials",Small Businesses,Medium orders,Sea Freight,False,2024-06-20 13:48:23.155043
1642,"Chemicals & Fertilizers,Construction & Building Materials,Agriculture & Food",Medium Enterprises,Bulk orders,Express Delivery,False,2024-07-22 13:48:23.155186
1643,"Chemicals & Fertilizers,Petroleum & Energy,Handicrafts & Furniture",Startups,Small orders,Express Delivery,True,2025-03-09 13:48:23.155328
1644,Agriculture & Food,Large Corporations,Medium orders,Air Freight,True,2024-09-29 13:48:23.155467
1645,"Construction & Building Materials,Handicrafts & Furniture",Large Corporations,Bulk orders,Land Transport,False,2024-10-03 13:48:23.155605
1646,Petroleum & Energy,Medium Enterprises,Small orders,Express Delivery,False,2025-01-26 13:48:23.155745
1647,Textiles & Garments,Medium Enterprises,Bulk orders,Express Delivery,True,2025-03-05 13:48:23.155892
1648,"Handicrafts & Furniture,Construction & Building Materials,Agriculture & Food",Large Corporations,Small orders,Land Transport,False,2024-09-13 13:48:23.156037
1649,"Chemicals & Fertilizers,Handicrafts & Furniture,Construction & Building Materials",Large Corporations,Bulk orders,Sea Freight,True,2025-04-07 13:48:23.156182
1650,"Agriculture & Food,Construction & Building Materials,Textiles & Garments",Startups,Small orders,Land Transport,False,2024-08-05 13:48:23.156323
1651,"Petroleum & Energy,Textiles & Garments,Chemicals & Fertilizers",Startups,Large orders,Land Transport,True,2024-09-19 13:48:23.156476
1652,Textiles & Garments,Small Businesses,Small orders,Express Delivery,True,2024-10-27 13:48:23.156614
1653,"Textiles & Garments,Agriculture & Food,Electronics",Large Corporations,Small orders,Air Freight,True,2025-01-12 13:48:23.156761
1654,"Chemicals & Fertilizers,Textiles & Garments",Medium Enterprises,Small orders,Sea Freight,True,2024-07-14 13:48:23.156906
1655,"Agriculture & Food,Textiles & Garments",Large Corporations,Large orders,Sea Freight,True,2025-03-30 13:48:23.157048
1656,"Agriculture & Food,Electronics,Handicrafts & Furniture",Startups,Bulk orders,Sea Freight,True,2024-07-24 13:48:23.157188
1657,Handicrafts & Furniture,Large Corporations,Large orders,Land Transport,False,2024-10-22 13:48:23.157327
1658,"Textiles & Garments,Handicrafts & Furniture,Petroleum & Energy",Startups,Large orders,Air Freight,True,2024-07-20 13:48:23.157468
1659,"Electronics,Construction & Building Materials",Large Corporations,Large orders,Air Freight,True,2025-04-29 13:48:23.157607
1660,"Textiles & Garments,Agriculture & Food,Petroleum & Energy",Startups,Small orders,Air Freight,True,2025-03-13 13:48:23.157746
1661,Agriculture & Food,Medium Enterprises,Large orders,Land Transport,False,2025-05-20 13:48:23.157890
1662,"Handicrafts & Furniture,Agriculture & Food,Textiles & Garments",Small Businesses,Medium orders,Express Delivery,False,2024-06-29 13:48:23.158052
1663,Chemicals & Fertilizers,Medium Enterprises,Large orders,Express Delivery,False,2024-07-02 13:48:23.158196
1664,"Agriculture & Food,Electronics",Small Businesses,Small orders,Sea Freight,False,2024-07-04 13:48:23.158334
1665,"Chemicals & Fertilizers,Construction & Building Materials",Medium Enterprises,Small orders,Express Delivery,True,2024-10-14 13:48:23.158474
1666,"Construction & Building Materials,Electronics",Small Businesses,Bulk orders,Sea Freight,True,2025-02-06 13:48:23.158692
1667,Handicrafts & Furniture,Small Businesses,Bulk orders,Express Delivery,False,2024-08-13 13:48:23.158835
1668,Chemicals & Fertilizers,Small Businesses,Large orders,Express Delivery,False,2024-07-31 13:48:23.158981
1669,"Agriculture & Food,Construction & Building Materials",Small Businesses,Medium orders,Land Transport,True,2025-03-11 13:48:23.159121
1670,Handicrafts & Furniture,Large Corporations,Bulk orders,Air Freight,False,2025-03-02 13:48:23.159261
1671,Agriculture & Food,Medium Enterprises,Large orders,Sea Freight,False,2025-04-21 13:48:23.159397
1672,Handicrafts & Furniture,Large Corporations,Small orders,Sea Freight,True,2025-03-29 13:48:23.159536
1673,"Agriculture & Food,Textiles & Garments",Medium Enterprises,Bulk orders,Land Transport,True,2024-10-11 13:48:23.159683
1674,"Chemicals & Fertilizers,Construction & Building Materials",Startups,Medium orders,Land Transport,True,2024-07-17 13:48:23.159824
1675,Agriculture & Food,Startups,Bulk orders,Express Delivery,True,2024-07-23 13:48:23.159966
1676,Petroleum & Energy,Large Corporations,Medium orders,Land Transport,True,2024-08-04 13:48:23.160115
1677,"Agriculture & Food,Construction & Building Materials,Chemicals & Fertilizers",Medium Enterprises,Small orders,Land Transport,True,2025-05-05 13:48:23.160257
1678,"Construction & Building Materials,Electronics",Medium Enterprises,Medium orders,Land Transport,True,2024-11-21 13:48:23.160397
1679,"Textiles & Garments,Construction & Building Materials",Medium Enterprises,Small orders,Air Freight,False,2024-07-10 13:48:23.160537
1680,Petroleum & Energy,Small Businesses,Small orders,Express Delivery,False,2025-04-16 13:48:23.160680
1681,"Textiles & Garments,Chemicals & Fertilizers",Large Corporations,Small orders,Air Freight,True,2025-05-24 13:48:23.160819
1682,"Agriculture & Food,Handicrafts & Furniture,Petroleum & Energy",Small Businesses,Bulk orders,Sea Freight,False,2025-05-31 13:48:23.160965
1683,"Construction & Building Materials,Electronics,Agriculture & Food",Small Businesses,Bulk orders,Sea Freight,False,2024-09-01 13:48:23.161105
1684,Chemicals & Fertilizers,Medium Enterprises,Medium orders,Air Freight,True,2024-09-10 13:48:23.161246
1685,"Handicrafts & Furniture,Agriculture & Food,Electronics",Large Corporations,Bulk orders,Air Freight,True,2024-12-06 13:48:23.161386
1686,"Electronics,Construction & Building Materials,Chemicals & Fertilizers",Small Businesses,Bulk orders,Land Transport,False,2025-02-17 13:48:23.161524
1687,"Handicrafts & Furniture,Agriculture & Food",Small Businesses,Medium orders,Air Freight,True,2024-12-29 13:48:23.161665
1688,"Agriculture & Food,Textiles & Garments,Handicrafts & Furniture",Large Corporations,Large orders,Air Freight,True,2025-04-16 13:48:23.161809
1689,"Agriculture & Food,Electronics",Medium Enterprises,Bulk orders,Air Freight,False,2024-11-19 13:48:23.161959
1690,Construction & Building Materials,Large Corporations,Medium orders,Land Transport,False,2024-11-19 13:48:23.162098
1691,"Agriculture & Food,Construction & Building Materials",Medium Enterprises,Large orders,Air Freight,True,2025-03-19 13:48:23.162248
1692,"Electronics,Textiles & Garments,Chemicals & Fertilizers",Small Businesses,Small orders,Express Delivery,True,2025-02-19 13:48:23.162391
1693,"Petroleum & Energy,Chemicals & Fertilizers",Medium Enterprises,Bulk orders,Air Freight,False,2024-08-02 13:48:23.162541
1694,Electronics,Medium Enterprises,Bulk orders,Sea Freight,True,2024-07-10 13:48:23.162720
1695,Chemicals & Fertilizers,Medium Enterprises,Bulk orders,Express Delivery,True,2025-05-02 13:48:23.162877
1696,"Construction & Building Materials,Petroleum & Energy",Medium Enterprises,Large orders,Express Delivery,False,2025-04-30 13:48:23.163018
1697,"Petroleum & Energy,Handicrafts & Furniture,Electronics",Startups,Small orders,Land Transport,True,2024-07-05 13:48:23.163159
1698,"Chemicals & Fertilizers,Construction & Building Materials",Startups,Small orders,Land Transport,False,2024-08-22 13:48:23.163298
1699,"Chemicals & Fertilizers,Petroleum & Energy,Textiles & Garments",Large Corporations,Large orders,Land Transport,True,2025-04-22 13:48:23.163437
1700,"Electronics,Textiles & Garments",Medium Enterprises,Medium orders,Express Delivery,False,2024-12-09 13:48:23.163578
1701,"Construction & Building Materials,Chemicals & Fertilizers",Startups,Bulk orders,Sea Freight,False,2025-01-10 13:48:23.163717
