country,founded,id,industry,linkedin_url,locality,name,region,size,website
egypt,2008,egypt_1004,electronics,linkedin.com/company/egypt-co-1004,alexandria,Egyptian Company 1004,luxor governorate,1-10,company1004.eg
egypt,2009,egypt_1005,agriculture,linkedin.com/company/egypt-co-1005,port said,Egyptian Company 1005,luxor governorate,1-10,company1005.eg
egypt,2002,egypt_1006,textiles,linkedin.com/company/egypt-co-1006,luxor,Egyptian Company 1006,giza governorate,201-500,company1006.eg
egypt,2007,egypt_1007,electronics,linkedin.com/company/egypt-co-1007,port said,Egyptian Company 1007,giza governorate,201-500,company1007.eg
egypt,2013,egypt_1008,construction,linkedin.com/company/egypt-co-1008,giza,Egyptian Company 1008,alexandria governorate,201-500,company1008.eg
egypt,2005,egypt_1009,textiles,linkedin.com/company/egypt-co-1009,alexandria,Egyptian Company 1009,luxor governorate,51-200,company1009.eg
egypt,2008,egypt_1010,it services,linkedin.com/company/egypt-co-1010,port said,Egyptian Company 1010,giza governorate,51-200,company1010.eg
egypt,2013,egypt_1011,textiles,linkedin.com/company/egypt-co-1011,port said,Egyptian Company 1011,luxor governorate,11-50,company1011.eg
egypt,2020,egypt_1012,it services,linkedin.com/company/egypt-co-1012,cairo,Egyptian Company 1012,giza governorate,11-50,company1012.eg
egypt,2006,egypt_1013,textiles,linkedin.com/company/egypt-co-1013,port said,Egyptian Company 1013,giza governorate,51-200,company1013.eg
egypt,1991,egypt_1014,tourism,linkedin.com/company/egypt-co-1014,luxor,Egyptian Company 1014,luxor governorate,11-50,company1014.eg
egypt,2013,egypt_1015,agriculture,linkedin.com/company/egypt-co-1015,cairo,Egyptian Company 1015,alexandria governorate,11-50,company1015.eg
egypt,2009,egypt_1016,textiles,linkedin.com/company/egypt-co-1016,alexandria,Egyptian Company 1016,giza governorate,201-500,company1016.eg
egypt,2014,egypt_1017,tourism,linkedin.com/company/egypt-co-1017,alexandria,Egyptian Company 1017,alexandria governorate,11-50,company1017.eg
egypt,2011,egypt_1018,it services,linkedin.com/company/egypt-co-1018,cairo,Egyptian Company 1018,port said governorate,1-10,company1018.eg
egypt,2017,egypt_1019,electronics,linkedin.com/company/egypt-co-1019,cairo,Egyptian Company 1019,alexandria governorate,51-200,company1019.eg
egypt,2003,egypt_1020,agriculture,linkedin.com/company/egypt-co-1020,luxor,Egyptian Company 1020,luxor governorate,201-500,company1020.eg
egypt,1991,egypt_1021,agriculture,linkedin.com/company/egypt-co-1021,alexandria,Egyptian Company 1021,cairo governorate,11-50,company1021.eg
egypt,2008,egypt_1022,construction,linkedin.com/company/egypt-co-1022,luxor,Egyptian Company 1022,giza governorate,11-50,company1022.eg
egypt,2007,egypt_1023,textiles,linkedin.com/company/egypt-co-1023,giza,Egyptian Company 1023,cairo governorate,201-500,company1023.eg
egypt,1997,egypt_1024,textiles,linkedin.com/company/egypt-co-1024,alexandria,Egyptian Company 1024,giza governorate,11-50,company1024.eg
egypt,1992,egypt_1025,textiles,linkedin.com/company/egypt-co-1025,alexandria,Egyptian Company 1025,alexandria governorate,11-50,company1025.eg
egypt,1999,egypt_1026,construction,linkedin.com/company/egypt-co-1026,luxor,Egyptian Company 1026,alexandria governorate,51-200,company1026.eg
egypt,2014,egypt_1027,tourism,linkedin.com/company/egypt-co-1027,giza,Egyptian Company 1027,giza governorate,51-200,company1027.eg
egypt,2006,egypt_1028,textiles,linkedin.com/company/egypt-co-1028,luxor,Egyptian Company 1028,cairo governorate,1-10,company1028.eg
egypt,2010,egypt_1029,electronics,linkedin.com/company/egypt-co-1029,giza,Egyptian Company 1029,port said governorate,11-50,company1029.eg
egypt,2019,egypt_1030,textiles,linkedin.com/company/egypt-co-1030,giza,Egyptian Company 1030,alexandria governorate,1-10,company1030.eg
egypt,2005,egypt_1031,it services,linkedin.com/company/egypt-co-1031,cairo,Egyptian Company 1031,giza governorate,11-50,company1031.eg
egypt,2009,egypt_1032,agriculture,linkedin.com/company/egypt-co-1032,cairo,Egyptian Company 1032,giza governorate,201-500,company1032.eg
egypt,1990,egypt_1033,construction,linkedin.com/company/egypt-co-1033,cairo,Egyptian Company 1033,alexandria governorate,11-50,company1033.eg
egypt,2000,egypt_1034,tourism,linkedin.com/company/egypt-co-1034,cairo,Egyptian Company 1034,port said governorate,201-500,company1034.eg
egypt,2017,egypt_1035,it services,linkedin.com/company/egypt-co-1035,cairo,Egyptian Company 1035,port said governorate,1-10,company1035.eg
egypt,2017,egypt_1036,electronics,linkedin.com/company/egypt-co-1036,cairo,Egyptian Company 1036,port said governorate,11-50,company1036.eg
egypt,2003,egypt_1037,electronics,linkedin.com/company/egypt-co-1037,luxor,Egyptian Company 1037,cairo governorate,201-500,company1037.eg
egypt,2000,egypt_1038,agriculture,linkedin.com/company/egypt-co-1038,luxor,Egyptian Company 1038,luxor governorate,1-10,company1038.eg
egypt,2020,egypt_1039,textiles,linkedin.com/company/egypt-co-1039,cairo,Egyptian Company 1039,alexandria governorate,201-500,company1039.eg
egypt,2016,egypt_1040,textiles,linkedin.com/company/egypt-co-1040,cairo,Egyptian Company 1040,alexandria governorate,11-50,company1040.eg
egypt,2022,egypt_1041,it services,linkedin.com/company/egypt-co-1041,giza,Egyptian Company 1041,giza governorate,11-50,company1041.eg
egypt,2003,egypt_1042,it services,linkedin.com/company/egypt-co-1042,giza,Egyptian Company 1042,cairo governorate,11-50,company1042.eg
egypt,1991,egypt_1043,it services,linkedin.com/company/egypt-co-1043,port said,Egyptian Company 1043,cairo governorate,201-500,company1043.eg
egypt,1997,egypt_1044,tourism,linkedin.com/company/egypt-co-1044,giza,Egyptian Company 1044,giza governorate,51-200,company1044.eg
egypt,2008,egypt_1045,electronics,linkedin.com/company/egypt-co-1045,alexandria,Egyptian Company 1045,cairo governorate,11-50,company1045.eg
egypt,1999,egypt_1046,electronics,linkedin.com/company/egypt-co-1046,alexandria,Egyptian Company 1046,giza governorate,51-200,company1046.eg
egypt,1996,egypt_1047,construction,linkedin.com/company/egypt-co-1047,port said,Egyptian Company 1047,cairo governorate,201-500,company1047.eg
egypt,1995,egypt_1048,tourism,linkedin.com/company/egypt-co-1048,giza,Egyptian Company 1048,cairo governorate,201-500,company1048.eg
egypt,2012,egypt_1049,textiles,linkedin.com/company/egypt-co-1049,alexandria,Egyptian Company 1049,giza governorate,201-500,company1049.eg
egypt,2021,egypt_1050,agriculture,linkedin.com/company/egypt-co-1050,alexandria,Egyptian Company 1050,cairo governorate,1-10,company1050.eg
egypt,2005,egypt_1051,tourism,linkedin.com/company/egypt-co-1051,luxor,Egyptian Company 1051,giza governorate,51-200,company1051.eg
egypt,2005,egypt_1052,it services,linkedin.com/company/egypt-co-1052,luxor,Egyptian Company 1052,alexandria governorate,201-500,company1052.eg
egypt,1993,egypt_1053,agriculture,linkedin.com/company/egypt-co-1053,alexandria,Egyptian Company 1053,cairo governorate,201-500,company1053.eg
egypt,1996,egypt_1054,construction,linkedin.com/company/egypt-co-1054,cairo,Egyptian Company 1054,port said governorate,201-500,company1054.eg
egypt,2005,egypt_1055,agriculture,linkedin.com/company/egypt-co-1055,luxor,Egyptian Company 1055,cairo governorate,201-500,company1055.eg
egypt,2014,egypt_1056,tourism,linkedin.com/company/egypt-co-1056,giza,Egyptian Company 1056,cairo governorate,11-50,company1056.eg
egypt,1995,egypt_1057,electronics,linkedin.com/company/egypt-co-1057,giza,Egyptian Company 1057,port said governorate,1-10,company1057.eg
egypt,2020,egypt_1058,electronics,linkedin.com/company/egypt-co-1058,port said,Egyptian Company 1058,cairo governorate,51-200,company1058.eg
egypt,1993,egypt_1059,electronics,linkedin.com/company/egypt-co-1059,port said,Egyptian Company 1059,alexandria governorate,201-500,company1059.eg
egypt,2013,egypt_1060,electronics,linkedin.com/company/egypt-co-1060,luxor,Egyptian Company 1060,cairo governorate,1-10,company1060.eg
egypt,2007,egypt_1061,it services,linkedin.com/company/egypt-co-1061,luxor,Egyptian Company 1061,luxor governorate,11-50,company1061.eg
egypt,2011,egypt_1062,construction,linkedin.com/company/egypt-co-1062,alexandria,Egyptian Company 1062,alexandria governorate,51-200,company1062.eg
egypt,2022,egypt_1063,electronics,linkedin.com/company/egypt-co-1063,giza,Egyptian Company 1063,alexandria governorate,201-500,company1063.eg
egypt,2005,egypt_1064,textiles,linkedin.com/company/egypt-co-1064,giza,Egyptian Company 1064,giza governorate,1-10,company1064.eg
egypt,2016,egypt_1065,agriculture,linkedin.com/company/egypt-co-1065,luxor,Egyptian Company 1065,giza governorate,1-10,company1065.eg
egypt,1995,egypt_1066,it services,linkedin.com/company/egypt-co-1066,port said,Egyptian Company 1066,giza governorate,11-50,company1066.eg
egypt,2009,egypt_1067,it services,linkedin.com/company/egypt-co-1067,giza,Egyptian Company 1067,giza governorate,201-500,company1067.eg
egypt,2011,egypt_1068,tourism,linkedin.com/company/egypt-co-1068,luxor,Egyptian Company 1068,alexandria governorate,11-50,company1068.eg
egypt,2007,egypt_1069,electronics,linkedin.com/company/egypt-co-1069,port said,Egyptian Company 1069,alexandria governorate,1-10,company1069.eg
egypt,2013,egypt_1070,tourism,linkedin.com/company/egypt-co-1070,port said,Egyptian Company 1070,alexandria governorate,51-200,company1070.eg
egypt,2001,egypt_1071,tourism,linkedin.com/company/egypt-co-1071,alexandria,Egyptian Company 1071,giza governorate,11-50,company1071.eg
egypt,1993,egypt_1072,electronics,linkedin.com/company/egypt-co-1072,giza,Egyptian Company 1072,port said governorate,1-10,company1072.eg
egypt,1998,egypt_1073,tourism,linkedin.com/company/egypt-co-1073,luxor,Egyptian Company 1073,alexandria governorate,11-50,company1073.eg
egypt,2019,egypt_1074,electronics,linkedin.com/company/egypt-co-1074,cairo,Egyptian Company 1074,giza governorate,201-500,company1074.eg
egypt,2009,egypt_1075,electronics,linkedin.com/company/egypt-co-1075,port said,Egyptian Company 1075,giza governorate,11-50,company1075.eg
egypt,2018,egypt_1076,agriculture,linkedin.com/company/egypt-co-1076,alexandria,Egyptian Company 1076,alexandria governorate,51-200,company1076.eg
egypt,2014,egypt_1077,textiles,linkedin.com/company/egypt-co-1077,alexandria,Egyptian Company 1077,giza governorate,201-500,company1077.eg
egypt,1999,egypt_1078,tourism,linkedin.com/company/egypt-co-1078,luxor,Egyptian Company 1078,giza governorate,1-10,company1078.eg
egypt,2017,egypt_1079,construction,linkedin.com/company/egypt-co-1079,cairo,Egyptian Company 1079,alexandria governorate,1-10,company1079.eg
egypt,2005,egypt_1080,construction,linkedin.com/company/egypt-co-1080,giza,Egyptian Company 1080,port said governorate,1-10,company1080.eg
egypt,2010,egypt_1081,agriculture,linkedin.com/company/egypt-co-1081,port said,Egyptian Company 1081,alexandria governorate,11-50,company1081.eg
egypt,1991,egypt_1082,textiles,linkedin.com/company/egypt-co-1082,giza,Egyptian Company 1082,luxor governorate,51-200,company1082.eg
egypt,1990,egypt_1083,textiles,linkedin.com/company/egypt-co-1083,alexandria,Egyptian Company 1083,cairo governorate,11-50,company1083.eg
egypt,2001,egypt_1084,electronics,linkedin.com/company/egypt-co-1084,giza,Egyptian Company 1084,alexandria governorate,1-10,company1084.eg
egypt,2018,egypt_1085,construction,linkedin.com/company/egypt-co-1085,giza,Egyptian Company 1085,alexandria governorate,51-200,company1085.eg
egypt,1995,egypt_1086,it services,linkedin.com/company/egypt-co-1086,luxor,Egyptian Company 1086,cairo governorate,11-50,company1086.eg
egypt,2012,egypt_1087,construction,linkedin.com/company/egypt-co-1087,alexandria,Egyptian Company 1087,cairo governorate,201-500,company1087.eg
egypt,2004,egypt_1088,electronics,linkedin.com/company/egypt-co-1088,alexandria,Egyptian Company 1088,giza governorate,201-500,company1088.eg
egypt,2015,egypt_1089,it services,linkedin.com/company/egypt-co-1089,cairo,Egyptian Company 1089,cairo governorate,1-10,company1089.eg
egypt,2019,egypt_1090,textiles,linkedin.com/company/egypt-co-1090,giza,Egyptian Company 1090,giza governorate,1-10,company1090.eg
egypt,2005,egypt_1091,agriculture,linkedin.com/company/egypt-co-1091,luxor,Egyptian Company 1091,cairo governorate,51-200,company1091.eg
egypt,1991,egypt_1092,textiles,linkedin.com/company/egypt-co-1092,port said,Egyptian Company 1092,cairo governorate,51-200,company1092.eg
egypt,1995,egypt_1093,construction,linkedin.com/company/egypt-co-1093,port said,Egyptian Company 1093,giza governorate,51-200,company1093.eg
egypt,2011,egypt_1094,textiles,linkedin.com/company/egypt-co-1094,giza,Egyptian Company 1094,giza governorate,201-500,company1094.eg
egypt,1992,egypt_1095,construction,linkedin.com/company/egypt-co-1095,cairo,Egyptian Company 1095,alexandria governorate,201-500,company1095.eg
egypt,2018,egypt_1096,textiles,linkedin.com/company/egypt-co-1096,port said,Egyptian Company 1096,luxor governorate,201-500,company1096.eg
egypt,1990,egypt_1097,construction,linkedin.com/company/egypt-co-1097,luxor,Egyptian Company 1097,cairo governorate,11-50,company1097.eg
egypt,2016,egypt_1098,it services,linkedin.com/company/egypt-co-1098,giza,Egyptian Company 1098,cairo governorate,51-200,company1098.eg
egypt,2003,egypt_1099,tourism,linkedin.com/company/egypt-co-1099,giza,Egyptian Company 1099,giza governorate,11-50,company1099.eg
egypt,2001,egypt_1100,tourism,linkedin.com/company/egypt-co-1100,cairo,Egyptian Company 1100,cairo governorate,51-200,company1100.eg
egypt,2004,egypt_1101,construction,linkedin.com/company/egypt-co-1101,cairo,Egyptian Company 1101,luxor governorate,11-50,company1101.eg
egypt,1991,egypt_1102,tourism,linkedin.com/company/egypt-co-1102,port said,Egyptian Company 1102,luxor governorate,51-200,company1102.eg
egypt,2020,egypt_1103,electronics,linkedin.com/company/egypt-co-1103,luxor,Egyptian Company 1103,luxor governorate,1-10,company1103.eg
egypt,2007,egypt_1104,it services,linkedin.com/company/egypt-co-1104,port said,Egyptian Company 1104,giza governorate,1-10,company1104.eg
egypt,2012,egypt_1105,construction,linkedin.com/company/egypt-co-1105,cairo,Egyptian Company 1105,alexandria governorate,51-200,company1105.eg
egypt,1998,egypt_1106,electronics,linkedin.com/company/egypt-co-1106,port said,Egyptian Company 1106,giza governorate,51-200,company1106.eg
egypt,2021,egypt_1107,it services,linkedin.com/company/egypt-co-1107,cairo,Egyptian Company 1107,alexandria governorate,11-50,company1107.eg
egypt,1993,egypt_1108,agriculture,linkedin.com/company/egypt-co-1108,luxor,Egyptian Company 1108,cairo governorate,11-50,company1108.eg
egypt,2022,egypt_1109,textiles,linkedin.com/company/egypt-co-1109,alexandria,Egyptian Company 1109,port said governorate,201-500,company1109.eg
egypt,2000,egypt_1110,tourism,linkedin.com/company/egypt-co-1110,luxor,Egyptian Company 1110,port said governorate,11-50,company1110.eg
egypt,2011,egypt_1111,textiles,linkedin.com/company/egypt-co-1111,alexandria,Egyptian Company 1111,giza governorate,1-10,company1111.eg
egypt,1992,egypt_1112,tourism,linkedin.com/company/egypt-co-1112,giza,Egyptian Company 1112,cairo governorate,1-10,company1112.eg
egypt,1995,egypt_1113,it services,linkedin.com/company/egypt-co-1113,port said,Egyptian Company 1113,luxor governorate,11-50,company1113.eg
egypt,1999,egypt_1114,tourism,linkedin.com/company/egypt-co-1114,port said,Egyptian Company 1114,cairo governorate,201-500,company1114.eg
egypt,2005,egypt_1115,it services,linkedin.com/company/egypt-co-1115,luxor,Egyptian Company 1115,port said governorate,51-200,company1115.eg
egypt,1997,egypt_1116,tourism,linkedin.com/company/egypt-co-1116,port said,Egyptian Company 1116,port said governorate,1-10,company1116.eg
egypt,2020,egypt_1117,construction,linkedin.com/company/egypt-co-1117,alexandria,Egyptian Company 1117,port said governorate,11-50,company1117.eg
egypt,2000,egypt_1118,textiles,linkedin.com/company/egypt-co-1118,luxor,Egyptian Company 1118,port said governorate,11-50,company1118.eg
egypt,2012,egypt_1119,textiles,linkedin.com/company/egypt-co-1119,luxor,Egyptian Company 1119,port said governorate,11-50,company1119.eg
egypt,2021,egypt_1120,electronics,linkedin.com/company/egypt-co-1120,alexandria,Egyptian Company 1120,luxor governorate,1-10,company1120.eg
egypt,2000,egypt_1121,textiles,linkedin.com/company/egypt-co-1121,giza,Egyptian Company 1121,giza governorate,1-10,company1121.eg
egypt,1995,egypt_1122,textiles,linkedin.com/company/egypt-co-1122,giza,Egyptian Company 1122,luxor governorate,201-500,company1122.eg
egypt,2003,egypt_1123,it services,linkedin.com/company/egypt-co-1123,giza,Egyptian Company 1123,giza governorate,1-10,company1123.eg
egypt,1998,egypt_1124,agriculture,linkedin.com/company/egypt-co-1124,cairo,Egyptian Company 1124,cairo governorate,201-500,company1124.eg
egypt,2016,egypt_1125,agriculture,linkedin.com/company/egypt-co-1125,alexandria,Egyptian Company 1125,cairo governorate,11-50,company1125.eg
egypt,1996,egypt_1126,construction,linkedin.com/company/egypt-co-1126,luxor,Egyptian Company 1126,giza governorate,51-200,company1126.eg
egypt,2003,egypt_1127,tourism,linkedin.com/company/egypt-co-1127,giza,Egyptian Company 1127,giza governorate,51-200,company1127.eg
egypt,2019,egypt_1128,agriculture,linkedin.com/company/egypt-co-1128,cairo,Egyptian Company 1128,luxor governorate,11-50,company1128.eg
egypt,2010,egypt_1129,agriculture,linkedin.com/company/egypt-co-1129,port said,Egyptian Company 1129,giza governorate,201-500,company1129.eg
egypt,1996,egypt_1130,construction,linkedin.com/company/egypt-co-1130,port said,Egyptian Company 1130,giza governorate,51-200,company1130.eg
egypt,1992,egypt_1131,textiles,linkedin.com/company/egypt-co-1131,giza,Egyptian Company 1131,port said governorate,11-50,company1131.eg
egypt,2016,egypt_1132,it services,linkedin.com/company/egypt-co-1132,cairo,Egyptian Company 1132,alexandria governorate,11-50,company1132.eg
egypt,2018,egypt_1133,construction,linkedin.com/company/egypt-co-1133,port said,Egyptian Company 1133,alexandria governorate,1-10,company1133.eg
egypt,2015,egypt_1134,construction,linkedin.com/company/egypt-co-1134,alexandria,Egyptian Company 1134,alexandria governorate,201-500,company1134.eg
egypt,2018,egypt_1135,construction,linkedin.com/company/egypt-co-1135,alexandria,Egyptian Company 1135,cairo governorate,51-200,company1135.eg
egypt,2009,egypt_1136,tourism,linkedin.com/company/egypt-co-1136,cairo,Egyptian Company 1136,giza governorate,201-500,company1136.eg
egypt,1993,egypt_1137,electronics,linkedin.com/company/egypt-co-1137,port said,Egyptian Company 1137,luxor governorate,51-200,company1137.eg
egypt,1992,egypt_1138,electronics,linkedin.com/company/egypt-co-1138,port said,Egyptian Company 1138,cairo governorate,1-10,company1138.eg
egypt,1997,egypt_1139,electronics,linkedin.com/company/egypt-co-1139,giza,Egyptian Company 1139,giza governorate,11-50,company1139.eg
egypt,2003,egypt_1140,it services,linkedin.com/company/egypt-co-1140,luxor,Egyptian Company 1140,alexandria governorate,51-200,company1140.eg
egypt,2002,egypt_1141,electronics,linkedin.com/company/egypt-co-1141,luxor,Egyptian Company 1141,alexandria governorate,51-200,company1141.eg
egypt,1991,egypt_1142,agriculture,linkedin.com/company/egypt-co-1142,giza,Egyptian Company 1142,port said governorate,51-200,company1142.eg
egypt,1999,egypt_1143,tourism,linkedin.com/company/egypt-co-1143,alexandria,Egyptian Company 1143,luxor governorate,201-500,company1143.eg
egypt,2016,egypt_1144,electronics,linkedin.com/company/egypt-co-1144,luxor,Egyptian Company 1144,alexandria governorate,51-200,company1144.eg
egypt,2021,egypt_1145,electronics,linkedin.com/company/egypt-co-1145,port said,Egyptian Company 1145,alexandria governorate,51-200,company1145.eg
egypt,2021,egypt_1146,construction,linkedin.com/company/egypt-co-1146,alexandria,Egyptian Company 1146,cairo governorate,51-200,company1146.eg
egypt,1999,egypt_1147,agriculture,linkedin.com/company/egypt-co-1147,giza,Egyptian Company 1147,luxor governorate,11-50,company1147.eg
egypt,2017,egypt_1148,agriculture,linkedin.com/company/egypt-co-1148,giza,Egyptian Company 1148,port said governorate,51-200,company1148.eg
egypt,1991,egypt_1149,agriculture,linkedin.com/company/egypt-co-1149,port said,Egyptian Company 1149,cairo governorate,51-200,company1149.eg
egypt,2009,egypt_1150,construction,linkedin.com/company/egypt-co-1150,port said,Egyptian Company 1150,cairo governorate,1-10,company1150.eg
egypt,2009,egypt_1151,construction,linkedin.com/company/egypt-co-1151,port said,Egyptian Company 1151,alexandria governorate,51-200,company1151.eg
egypt,2013,egypt_1152,construction,linkedin.com/company/egypt-co-1152,cairo,Egyptian Company 1152,cairo governorate,11-50,company1152.eg
egypt,2014,egypt_1153,construction,linkedin.com/company/egypt-co-1153,alexandria,Egyptian Company 1153,cairo governorate,201-500,company1153.eg
egypt,2008,egypt_1154,construction,linkedin.com/company/egypt-co-1154,giza,Egyptian Company 1154,luxor governorate,51-200,company1154.eg
egypt,2014,egypt_1155,agriculture,linkedin.com/company/egypt-co-1155,port said,Egyptian Company 1155,cairo governorate,201-500,company1155.eg
egypt,1993,egypt_1156,textiles,linkedin.com/company/egypt-co-1156,port said,Egyptian Company 1156,luxor governorate,11-50,company1156.eg
egypt,2019,egypt_1157,electronics,linkedin.com/company/egypt-co-1157,cairo,Egyptian Company 1157,alexandria governorate,51-200,company1157.eg
egypt,2005,egypt_1158,tourism,linkedin.com/company/egypt-co-1158,luxor,Egyptian Company 1158,port said governorate,201-500,company1158.eg
egypt,1991,egypt_1159,electronics,linkedin.com/company/egypt-co-1159,cairo,Egyptian Company 1159,port said governorate,51-200,company1159.eg
egypt,2012,egypt_1160,textiles,linkedin.com/company/egypt-co-1160,luxor,Egyptian Company 1160,luxor governorate,11-50,company1160.eg
egypt,2016,egypt_1161,textiles,linkedin.com/company/egypt-co-1161,luxor,Egyptian Company 1161,giza governorate,1-10,company1161.eg
egypt,2006,egypt_1162,construction,linkedin.com/company/egypt-co-1162,alexandria,Egyptian Company 1162,port said governorate,11-50,company1162.eg
egypt,1994,egypt_1163,it services,linkedin.com/company/egypt-co-1163,port said,Egyptian Company 1163,luxor governorate,11-50,company1163.eg
egypt,2005,egypt_1164,electronics,linkedin.com/company/egypt-co-1164,alexandria,Egyptian Company 1164,alexandria governorate,11-50,company1164.eg
egypt,2021,egypt_1165,construction,linkedin.com/company/egypt-co-1165,port said,Egyptian Company 1165,alexandria governorate,201-500,company1165.eg
egypt,1991,egypt_1166,it services,linkedin.com/company/egypt-co-1166,giza,Egyptian Company 1166,giza governorate,51-200,company1166.eg
egypt,2012,egypt_1167,electronics,linkedin.com/company/egypt-co-1167,alexandria,Egyptian Company 1167,giza governorate,11-50,company1167.eg
egypt,2017,egypt_1168,textiles,linkedin.com/company/egypt-co-1168,alexandria,Egyptian Company 1168,cairo governorate,201-500,company1168.eg
egypt,2013,egypt_1169,textiles,linkedin.com/company/egypt-co-1169,luxor,Egyptian Company 1169,port said governorate,51-200,company1169.eg
egypt,2013,egypt_1170,electronics,linkedin.com/company/egypt-co-1170,cairo,Egyptian Company 1170,alexandria governorate,201-500,company1170.eg
egypt,1991,egypt_1171,tourism,linkedin.com/company/egypt-co-1171,port said,Egyptian Company 1171,alexandria governorate,11-50,company1171.eg
egypt,2004,egypt_1172,electronics,linkedin.com/company/egypt-co-1172,cairo,Egyptian Company 1172,luxor governorate,51-200,company1172.eg
egypt,2019,egypt_1173,electronics,linkedin.com/company/egypt-co-1173,alexandria,Egyptian Company 1173,alexandria governorate,51-200,company1173.eg
egypt,2000,egypt_1174,construction,linkedin.com/company/egypt-co-1174,luxor,Egyptian Company 1174,port said governorate,1-10,company1174.eg
egypt,2007,egypt_1175,electronics,linkedin.com/company/egypt-co-1175,alexandria,Egyptian Company 1175,cairo governorate,51-200,company1175.eg
egypt,2000,egypt_1176,electronics,linkedin.com/company/egypt-co-1176,giza,Egyptian Company 1176,cairo governorate,201-500,company1176.eg
egypt,2003,egypt_1177,textiles,linkedin.com/company/egypt-co-1177,giza,Egyptian Company 1177,port said governorate,1-10,company1177.eg
egypt,1999,egypt_1178,it services,linkedin.com/company/egypt-co-1178,luxor,Egyptian Company 1178,port said governorate,201-500,company1178.eg
egypt,1993,egypt_1179,construction,linkedin.com/company/egypt-co-1179,giza,Egyptian Company 1179,giza governorate,1-10,company1179.eg
egypt,2015,egypt_1180,it services,linkedin.com/company/egypt-co-1180,cairo,Egyptian Company 1180,giza governorate,51-200,company1180.eg
egypt,2021,egypt_1181,construction,linkedin.com/company/egypt-co-1181,port said,Egyptian Company 1181,luxor governorate,51-200,company1181.eg
egypt,2003,egypt_1182,textiles,linkedin.com/company/egypt-co-1182,port said,Egyptian Company 1182,port said governorate,11-50,company1182.eg
egypt,2012,egypt_1183,construction,linkedin.com/company/egypt-co-1183,giza,Egyptian Company 1183,giza governorate,51-200,company1183.eg
egypt,2022,egypt_1184,textiles,linkedin.com/company/egypt-co-1184,port said,Egyptian Company 1184,luxor governorate,1-10,company1184.eg
egypt,1996,egypt_1185,agriculture,linkedin.com/company/egypt-co-1185,cairo,Egyptian Company 1185,cairo governorate,201-500,company1185.eg
egypt,2007,egypt_1186,it services,linkedin.com/company/egypt-co-1186,port said,Egyptian Company 1186,alexandria governorate,1-10,company1186.eg
egypt,1997,egypt_1187,electronics,linkedin.com/company/egypt-co-1187,luxor,Egyptian Company 1187,giza governorate,11-50,company1187.eg
egypt,1993,egypt_1188,construction,linkedin.com/company/egypt-co-1188,cairo,Egyptian Company 1188,port said governorate,201-500,company1188.eg
egypt,2013,egypt_1189,construction,linkedin.com/company/egypt-co-1189,cairo,Egyptian Company 1189,port said governorate,11-50,company1189.eg
egypt,2018,egypt_1190,electronics,linkedin.com/company/egypt-co-1190,giza,Egyptian Company 1190,cairo governorate,201-500,company1190.eg
egypt,1990,egypt_1191,textiles,linkedin.com/company/egypt-co-1191,alexandria,Egyptian Company 1191,alexandria governorate,1-10,company1191.eg
egypt,1997,egypt_1192,it services,linkedin.com/company/egypt-co-1192,giza,Egyptian Company 1192,cairo governorate,201-500,company1192.eg
egypt,1993,egypt_1193,textiles,linkedin.com/company/egypt-co-1193,port said,Egyptian Company 1193,giza governorate,11-50,company1193.eg
egypt,1992,egypt_1194,agriculture,linkedin.com/company/egypt-co-1194,luxor,Egyptian Company 1194,luxor governorate,1-10,company1194.eg
egypt,1997,egypt_1195,it services,linkedin.com/company/egypt-co-1195,cairo,Egyptian Company 1195,port said governorate,1-10,company1195.eg
egypt,2018,egypt_1196,textiles,linkedin.com/company/egypt-co-1196,port said,Egyptian Company 1196,cairo governorate,201-500,company1196.eg
egypt,1992,egypt_1197,construction,linkedin.com/company/egypt-co-1197,alexandria,Egyptian Company 1197,port said governorate,11-50,company1197.eg
egypt,2011,egypt_1198,electronics,linkedin.com/company/egypt-co-1198,cairo,Egyptian Company 1198,giza governorate,11-50,company1198.eg
egypt,2016,egypt_1199,electronics,linkedin.com/company/egypt-co-1199,cairo,Egyptian Company 1199,cairo governorate,1-10,company1199.eg
egypt,2014,egypt_1200,agriculture,linkedin.com/company/egypt-co-1200,cairo,Egyptian Company 1200,giza governorate,11-50,company1200.eg
egypt,2015,egypt_1201,textiles,linkedin.com/company/egypt-co-1201,luxor,Egyptian Company 1201,alexandria governorate,51-200,company1201.eg
egypt,2010,egypt_1202,construction,linkedin.com/company/egypt-co-1202,port said,Egyptian Company 1202,port said governorate,11-50,company1202.eg
egypt,2022,egypt_1203,agriculture,linkedin.com/company/egypt-co-1203,port said,Egyptian Company 1203,giza governorate,11-50,company1203.eg
egypt,2018,egypt_1204,tourism,linkedin.com/company/egypt-co-1204,port said,Egyptian Company 1204,cairo governorate,11-50,company1204.eg
egypt,2022,egypt_1205,construction,linkedin.com/company/egypt-co-1205,giza,Egyptian Company 1205,port said governorate,11-50,company1205.eg
egypt,2020,egypt_1206,agriculture,linkedin.com/company/egypt-co-1206,cairo,Egyptian Company 1206,alexandria governorate,201-500,company1206.eg
egypt,2001,egypt_1207,tourism,linkedin.com/company/egypt-co-1207,luxor,Egyptian Company 1207,luxor governorate,51-200,company1207.eg
